Date,Open,High,Low,Close,Volume
2025-01-02,248.92999267578125,249.1000061035156,241.82000732421875,243.8500061035156,55740700
2025-01-03,243.3600006103516,244.17999267578125,241.88999938964844,243.3600006103516,40244100
2025-01-06,244.30999755859372,247.3300018310547,243.1999969482422,245.0,45045600
2025-01-07,242.97999572753903,245.5500030517578,241.3500061035156,242.2100067138672,40856000
2025-01-08,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,37628900
2025-01-10,240.00999450683597,240.16000366210935,233.0,236.8500061035156,61710900
2025-01-13,233.52999877929688,234.6699981689453,229.72000122070312,234.3999938964844,49630700
2025-01-14,234.75,236.1199951171875,232.47000122070312,233.27999877929688,39435300
2025-01-15,234.63999938964844,238.9600067138672,234.42999267578125,237.8699951171875,39832000
2025-01-16,237.3500061035156,238.00999450683597,228.02999877929688,228.25999450683597,71759100
2025-01-17,232.1199951171875,232.2899932861328,228.47999572753903,229.97999572753903,68488300
2025-01-21,224.0,224.4199981689453,219.3800048828125,222.63999938964844,98070400
2025-01-22,219.7899932861328,224.1199951171875,219.7899932861328,223.8300018310547,64126500
2025-01-23,224.7400054931641,227.02999877929688,222.3000030517578,223.66000366210935,60234800
2025-01-24,224.77999877929688,225.6300048828125,221.41000366210935,222.77999877929688,54697900
2025-01-27,224.0200042724609,232.1499938964844,223.97999572753903,229.8600006103516,94863400
2025-01-28,230.8500061035156,240.19000244140625,230.80999755859372,238.25999450683597,75707600
2025-01-29,234.1199951171875,239.8600006103516,234.00999450683597,239.3600006103516,45486100
2025-01-30,238.6699981689453,240.7899932861328,237.2100067138672,237.58999633789065,55658300
2025-01-31,247.19000244140625,247.19000244140625,233.44000244140625,236.0,101075100
2025-02-03,229.9900054931641,231.8300018310547,225.6999969482422,228.00999450683597,73063300
2025-02-04,227.25,233.1300048828125,226.6499938964844,232.8000030517578,45067300
2025-02-05,228.52999877929688,232.6699981689453,228.2700042724609,232.47000122070312,39620300
2025-02-06,231.2899932861328,233.8000030517578,230.42999267578125,233.22000122070312,29925300
2025-02-07,232.6000061035156,234.0,227.25999450683597,227.6300048828125,39707200
2025-02-10,229.57000732421875,230.58999633789065,227.1999969482422,227.6499938964844,33115600
2025-02-11,228.1999969482422,235.22999572753903,228.1300048828125,232.6199951171875,53718400
2025-02-12,231.1999969482422,236.9600067138672,230.67999267578125,236.8699951171875,45243300
2025-02-13,236.91000366210935,242.33999633789065,235.57000732421875,241.52999877929688,53614100
2025-02-14,241.25,245.5500030517578,240.9900054931641,244.6000061035156,40896200
2025-02-18,244.1499938964844,245.17999267578125,241.83999633789065,244.47000122070312,48822500
2025-02-19,244.66000366210935,246.00999450683597,243.16000366210935,244.8699951171875,32204200
2025-02-20,244.94000244140625,246.77999877929688,244.2899932861328,245.8300018310547,32316900
2025-02-21,245.9499969482422,248.69000244140625,245.22000122070312,245.5500030517578,53197400
2025-02-24,244.92999267578125,248.8600006103516,244.4199981689453,247.1000061035156,51326400
2025-02-25,248.0,250.0,244.91000366210935,247.0399932861328,48013300
2025-02-26,244.3300018310547,244.97999572753903,239.1300048828125,240.3600006103516,44433600
2025-02-27,239.41000366210935,242.4600067138672,237.05999755859372,237.3000030517578,41153600
2025-02-28,236.9499969482422,242.08999633789065,230.1999969482422,241.83999633789065,56833400
2025-03-03,241.7899932861328,244.02999877929688,236.1100006103516,238.02999877929688,47184000
2025-03-04,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,53798100
2025-03-05,235.4199981689453,236.5500030517578,229.22999572753903,235.7400054931641,47227600
2025-03-06,234.44000244140625,237.8600006103516,233.16000366210935,235.3300018310547,45170400
2025-03-07,235.1100006103516,241.3699951171875,234.75999450683597,239.07000732421875,46273600
2025-03-10,235.5399932861328,236.16000366210935,224.22000122070312,227.47999572753903,72071200
2025-03-11,223.80999755859372,225.83999633789065,217.4499969482422,220.83999633789065,76137400
2025-03-12,220.13999938964844,221.75,214.91000366210935,216.97999572753903,62547500
2025-03-13,215.9499969482422,216.83999633789065,208.4199981689453,209.67999267578125,61368300
2025-03-14,211.25,213.9499969482422,209.5800018310547,213.4900054931641,60107600
2025-03-17,213.30999755859372,215.22000122070312,209.97000122070312,214.0,48073400
2025-03-18,214.16000366210935,215.1499938964844,211.4900054931641,212.69000244140625,42432400
2025-03-19,214.22000122070312,218.75999450683597,213.75,215.2400054931641,54385400
2025-03-20,213.9900054931641,217.4900054931641,212.22000122070312,214.1000061035156,48862900
2025-03-21,211.55999755859372,218.83999633789065,211.27999877929688,218.2700042724609,94127800
2025-03-24,221.0,221.47999572753903,218.5800018310547,220.72999572753903,44299500
2025-03-25,220.7700042724609,224.1000061035156,220.0800018310547,223.75,34493600
2025-03-26,223.50999450683597,225.0200042724609,220.47000122070312,221.52999877929688,34466100
2025-03-27,221.38999938964844,224.9900054931641,220.55999755859372,223.8500061035156,37094800
2025-03-28,221.6699981689453,223.80999755859372,217.67999267578125,217.8999938964844,39818600
2025-03-31,217.00999450683597,225.6199951171875,216.22999572753903,222.1300048828125,65299300
2025-04-01,219.80999755859372,223.67999267578125,218.8999938964844,223.19000244140625,36412700
2025-04-02,221.32000732421875,225.19000244140625,221.0200042724609,223.88999938964844,35905900
2025-04-03,205.5399932861328,207.4900054931641,201.25,203.19000244140625,103419000
2025-04-04,193.88999938964844,199.8800048828125,187.33999633789065,188.3800048828125,125910900
2025-04-07,177.1999969482422,194.1499938964844,174.6199951171875,181.4600067138672,160466300
2025-04-08,186.6999969482422,190.33999633789065,169.2100067138672,172.4199981689453,120859500
2025-04-09,171.9499969482422,200.6100006103516,171.88999938964844,198.8500061035156,184395900
2025-04-10,189.07000732421875,194.77999877929688,183.0,190.4199981689453,121880000
2025-04-11,186.1000061035156,199.5399932861328,186.05999755859372,198.1499938964844,87435900
2025-04-14,211.44000244140625,212.94000244140625,201.16000366210935,202.5200042724609,101352900
2025-04-15,201.8600006103516,203.50999450683597,199.8000030517578,202.13999938964844,51343900
2025-04-16,198.3600006103516,200.6999969482422,192.3699951171875,194.2700042724609,59732400
2025-04-17,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753903,51334300
2025-04-21,193.2700042724609,193.8000030517578,189.80999755859372,193.16000366210935,46742500
2025-04-22,196.1199951171875,201.58999633789065,195.97000122070312,199.7400054931641,52976400
2025-04-23,206.0,208.0,202.8000030517578,204.6000061035156,52929200
2025-04-24,204.88999938964844,208.8300018310547,202.94000244140625,208.3699951171875,47311000
2025-04-25,206.3699951171875,209.75,206.1999969482422,209.27999877929688,38222300
2025-04-28,210.0,211.5,207.4600067138672,210.13999938964844,38743100
2025-04-29,208.69000244140625,212.2400054931641,208.3699951171875,211.2100067138672,36827600
2025-04-30,209.3000030517578,213.5800018310547,206.6699981689453,212.5,52286500
2025-05-01,209.0800018310547,214.55999755859372,208.8999938964844,213.32000732421875,57365700
2025-05-02,206.08999633789065,206.9900054931641,202.16000366210935,205.3500061035156,100912500
