Date,Open,High,Low,Close,Volume
2025-01-02,589.719970703125,604.9099731445312,587.8200073242188,599.239990234375,12682300
2025-01-03,604.760009765625,609.5,596.4099731445312,604.6300048828125,11436800
2025-01-06,611.8300170898438,630.989990234375,605.6199951171875,630.2000122070312,1456080
2025-01-07,631.7000122070312,632.0999755859375,608.22998046875,617.8900146484375,12071500
2025-01-08,613.4000244140625,616.4400024414062,602.7899780273438,610.719970703125,10085800
2025-01-10,610.030029296875,629.9099731445312,597.3400268554688,615.8599853515625,19256600
2025-01-13,607.0999755859375,608.969970703125,598.4500122070312,608.3300170898438,10785000
2025-01-14,605.0700073242188,605.489990234375,588.5499877929688,594.25,13598000
2025-01-15,610.2100219726562,622.4600219726562,606.5,617.1199951171875,15524300
2025-01-16,611.5,616.25,609.7100219726562,611.2999877929688,8355300
2025-01-17,624.0499877929688,624.969970703125,603.6699829101562,612.77001953125,17280600
2025-01-21,617.8300170898438,621.5,609.010009765625,616.4600219726562,11674000
2025-01-22,623.2999877929688,633.7000122070312,619.4299926757812,623.5,12274000
2025-01-23,627.3599853515625,636.5999755859375,621.1500244140625,636.4500122070312,9910200
2025-01-24,636.4000244140625,652.0,634.2000122070312,647.489990234375,19065300
2025-01-27,626.6099853515625,663.8699951171875,625.0999755859375,659.8800048828125,28399200
2025-01-28,666.0,682.5800170898438,659.469970703125,674.3300170898438,20950100
2025-01-29,675.0,681.0499877929688,665.6699829101562,676.489990234375,21377800
2025-01-30,696.8200073242188,710.7899780273438,676.0999755859375,687.0,29322900
2025-01-31,691.0,705.2999877929688,685.5800170898438,689.1799926757812,19331700
2025-02-03,675.9099731445312,704.0,675.25,697.4600219726562,21415700
2025-02-04,702.5,707.7100219726562,691.6099853515625,704.1900024414062,13826300
2025-02-05,703.5499877929688,718.1400146484375,699.010009765625,704.8699951171875,17778200
2025-02-06,705.8800048828125,718.9000244140625,703.5,711.989990234375,13080700
2025-02-07,716.7999877929688,725.010009765625,711.75,714.52001953125,16427100
2025-02-10,718.5599975585938,721.2000122070312,711.3300170898438,717.4000244140625,12904300
2025-02-11,713.3200073242188,723.6599731445312,710.0399780273438,719.7999877929688,12998000
2025-02-12,715.2999877929688,727.0999755859375,712.5999755859375,725.3800048828125,12016500
2025-02-13,721.52001953125,729.0,718.0399780273438,728.5599975585938,12569100
2025-02-14,726.1400146484375,740.9099731445312,725.6199951171875,736.6699829101562,16901200
2025-02-18,736.0,737.0,706.4400024414062,716.3699951171875,21938700
2025-02-19,704.0999755859375,707.0,695.3900146484375,703.77001953125,17535500
2025-02-20,697.280029296875,705.6300048828125,693.6400146484375,694.8400268554688,12587400
2025-02-21,696.5800170898438,703.8699951171875,682.3599853515625,683.5499877929688,15660400
2025-02-24,686.280029296875,687.27001953125,662.4500122070312,668.1300048828125,15677000
2025-02-25,665.969970703125,668.0,641.8599853515625,657.5,20579700
2025-02-26,659.6500244140625,683.010009765625,658.0,673.7000122070312,14488700
2025-02-27,682.4500122070312,688.6500244140625,657.5700073242188,658.239990234375,12500000
2025-02-28,658.0399780273438,669.6300048828125,642.5999755859375,668.2000122070312,17534200
2025-03-03,673.6799926757812,681.25,650.8400268554688,655.0499877929688,10843800
2025-03-04,645.510009765625,649.75,623.6500244140625,640.0,21495200
2025-03-05,641.0,659.5,637.6599731445312,656.469970703125,13770000
2025-03-06,648.0,650.5599975585938,624.1099853515625,627.9299926757812,13446500
2025-03-07,625.3699951171875,634.7899780273438,600.6099853515625,625.6599731445312,21375700
2025-03-10,608.0700073242188,610.1099853515625,586.8699951171875,597.989990234375,21999900
2025-03-11,595.0499877929688,614.9299926757812,593.3300170898438,605.7100219726562,17401500
2025-03-12,629.9000244140625,633.3300170898438,609.3499755859375,619.5599975585938,15747000
2025-03-13,620.25,620.5,586.510009765625,590.6400146484375,16480300
2025-03-14,602.7999877929688,608.8599853515625,594.780029296875,607.5999755859375,12364500
2025-03-17,607.4600219726562,613.0999755859375,598.0,604.9000244140625,15473900
2025-03-18,600.0499877929688,600.25,574.6599731445312,582.3599853515625,20297700
2025-03-19,584.280029296875,592.3200073242188,574.77001953125,584.0599975585938,20537500
2025-03-20,582.760009765625,610.2000122070312,579.510009765625,586.0,24336500
2025-03-21,583.4199829101562,597.5399780273438,580.9500122070312,596.25,25015900
2025-03-24,614.969970703125,622.5399780273438,612.2000122070312,618.8499755859375,15741300
2025-03-25,626.760009765625,633.8800048828125,621.1799926757812,626.3099975585938,15312500
2025-03-26,624.8900146484375,626.75,606.6099853515625,610.97998046875,12609800
2025-03-27,602.0,614.25,600.0999755859375,602.5800170898438,10436500
2025-03-28,600.3099975585938,601.75,573.9199829101562,576.739990234375,17602800
2025-03-31,563.5,578.7000122070312,553.2999877929688,576.3599853515625,21124700
2025-04-01,570.8400268554688,589.9099731445312,570.0,586.0,12836600
2025-04-02,574.9099731445312,592.6599731445312,573.3599853515625,583.9299926757812,13470800
2025-04-03,546.219970703125,552.5599975585938,530.2999877929688,531.6199951171875,34777500
2025-04-04,506.6199951171875,518.0,494.2000122070313,504.7300109863281,38589800
2025-04-07,485.1000061035156,539.3699951171875,481.8999938964844,516.25,36606100
2025-04-08,543.25,547.4299926757812,502.8599853515625,510.4500122070313,28034200
2025-04-09,509.2699890136719,587.8900146484375,502.1099853515625,585.77001953125,39216600
2025-04-10,575.489990234375,581.2999877929688,535.2999877929688,546.2899780273438,28173500
2025-04-11,535.510009765625,547.4000244140625,528.5900268554688,543.5700073242188,17642300
2025-04-14,556.1699829101562,557.77001953125,528.280029296875,531.47998046875,14130900
2025-04-15,532.1099853515625,537.9400024414062,517.5,521.52001953125,15558700
2025-04-16,508.510009765625,513.3699951171875,495.6300048828125,502.30999755859375,18735100
2025-04-17,505.25,507.2999877929688,498.010009765625,501.4800109863281,14593500
2025-04-21,491.3299865722656,493.5,479.7999877929688,484.6600036621094,16166000
2025-04-22,491.8699951171875,506.8800048828125,486.3599853515625,500.2799987792969,17399400
2025-04-23,528.530029296875,535.3400268554688,516.52001953125,520.27001953125,18173900
2025-04-24,518.72998046875,533.9000244140625,517.5,533.1500244140625,13910000
2025-04-25,546.7999877929688,549.8599853515625,536.25,547.27001953125,17098900
2025-04-28,555.6400146484375,558.489990234375,540.5900268554688,549.739990234375,15179000
2025-04-29,546.0,556.5700073242188,544.1199951171875,554.4400024414062,11835000
2025-04-30,538.4000244140625,549.0999755859375,529.5,549.0,29244000
2025-05-01,592.0800170898438,592.9500122070312,570.5,572.2100219726562,31159000
2025-05-02,583.4600219726562,604.3400268554688,578.3300170898438,597.02001953125,24706900
