Date,Open,High,Low,Close,Volume
2025-01-02,190.6499938964844,192.0,187.5,189.42999267578125,20370800
2025-01-03,191.3699951171875,193.2100067138672,189.97999572753903,191.7899932861328,18596200
2025-01-06,193.97999572753903,198.22000122070312,193.8500061035156,196.8699951171875,29563600
2025-01-07,197.1100006103516,201.0,194.6000061035156,195.4900054931641,26487200
2025-01-08,192.57000732421875,196.2899932861328,192.3800048828125,193.9499969482422,24864800
2025-01-10,194.3000030517578,196.5200042724609,190.30999755859372,192.0399932861328,26665200
2025-01-13,190.07000732421875,191.17999267578125,187.3600006103516,191.00999450683597,21823700
2025-01-14,191.2400054931641,191.97999572753903,188.30999755859372,189.66000366210935,17174900
2025-01-15,193.08999633789065,196.3600006103516,191.8600006103516,195.5500030517578,21776000
2025-01-16,194.13999938964844,195.47999572753903,192.80999755859372,192.91000366210935,17815400
2025-01-17,196.52999877929688,197.22999572753903,193.75,196.0,27735100
2025-01-21,199.07000732421875,202.2899932861328,197.8699951171875,198.0500030517578,29971300
2025-01-22,199.05999755859372,200.47999572753903,197.52999877929688,198.3699951171875,26200600
2025-01-23,198.13999938964844,200.3000030517578,195.1999969482422,197.97999572753903,26951400
2025-01-24,198.1000061035156,200.8999938964844,198.0,200.2100067138672,23877500
2025-01-27,192.41000366210935,196.8800048828125,190.72999572753903,191.80999755859372,41728900
2025-01-28,192.75,195.47999572753903,190.67999267578125,195.3000030517578,24157900
2025-01-29,195.55999755859372,196.7899932861328,193.42999267578125,195.41000366210935,18218300
2025-01-30,198.0,201.3999938964844,197.6699981689453,200.8699951171875,24354700
2025-01-31,202.0,205.47999572753903,201.8000030517578,204.0200042724609,32042000
2025-02-03,200.69000244140625,203.75,200.1000061035156,201.22999572753903,27838300
2025-02-04,203.38999938964844,207.0500030517578,202.80999755859372,206.3800048828125,43856400
2025-02-05,191.07000732421875,192.75,188.02999877929688,191.3300018310547,70373900
2025-02-06,189.5,192.1000061035156,188.72000122070312,191.6000061035156,29297400
2025-02-07,191.0500030517578,191.17999267578125,183.2400054931641,185.33999633789065,49315000
2025-02-10,187.3500061035156,188.1999969482422,185.8600006103516,186.47000122070312,23105600
