Price,Adj Close,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META,META
Date,,,,,,
2025-01-02,598.7073364257812,599.239990234375,604.9099731445312,587.8200073242188,589.719970703125,12682300
2025-01-03,604.092529296875,604.6300048828125,609.5,596.4099731445312,604.760009765625,11436800
2025-01-06,629.6398315429688,630.2000122070312,630.989990234375,605.6199951171875,611.8300170898438,14560800
2025-01-07,617.3407592773438,617.8900146484375,632.0999755859375,608.22998046875,631.7000122070312,12071500
2025-01-08,610.1771240234375,610.719970703125,616.4400024414062,602.7899780273438,613.4000244140625,10085800
2025-01-10,615.3125610351562,615.8599853515625,629.9099731445312,597.3400268554688,610.030029296875,19256600
2025-01-13,607.789306640625,608.3300170898438,608.969970703125,598.4500122070312,607.0999755859375,10785000
2025-01-14,593.7218017578125,594.25,605.489990234375,588.5499877929688,605.0700073242188,13598000
2025-01-15,616.5714721679688,617.1199951171875,622.4600219726562,606.5,610.2100219726562,15524300
2025-01-16,610.756591796875,611.2999877929688,616.25,609.7100219726562,611.5,8355300
2025-01-17,612.225341796875,612.77001953125,624.969970703125,603.6699829101562,624.0499877929688,17280600
2025-01-21,615.9120483398438,616.4600219726562,621.5,609.010009765625,617.8300170898438,11674000
2025-01-22,622.94580078125,623.5,633.7000122070312,619.4299926757812,623.2999877929688,12274000
2025-01-23,635.88427734375,636.4500122070312,636.5999755859375,621.1500244140625,627.3599853515625,9910200
2025-01-24,646.9144287109375,647.489990234375,652.0,634.2000122070312,636.4000244140625,19065300
2025-01-27,659.29345703125,659.8800048828125,663.8699951171875,625.0999755859375,626.6099853515625,28399200
2025-01-28,673.7305908203125,674.3300170898438,682.5800170898438,659.469970703125,666.0,20950100
2025-01-29,675.888671875,676.489990234375,681.0499877929688,665.6699829101562,675.0,21377800
2025-01-30,686.3893432617188,687.0,710.7899780273438,676.0999755859375,696.8200073242188,29322900
2025-01-31,688.5673828125,689.1799926757812,705.2999877929688,685.5800170898438,691.0,19331700
2025-02-03,696.840087890625,697.4600219726562,704.0,675.25,675.9099731445312,21415700
2025-02-04,703.5640869140625,704.1900024414062,707.7100219726562,691.6099853515625,702.5,13826300
2025-02-05,704.2434692382812,704.8699951171875,718.1400146484375,699.010009765625,703.5499877929688,17778200
2025-02-06,711.3571166992188,711.989990234375,718.9000244140625,703.5,705.8800048828125,13080700
2025-02-07,713.8848876953125,714.52001953125,725.010009765625,711.75,716.7999877929688,16427100
2025-02-10,716.7623291015625,717.4000244140625,721.2000122070312,711.3300170898438,718.5599975585938,12904300
2025-02-11,719.16015625,719.7999877929688,723.6599731445312,710.0399780273438,713.3200073242188,12998000
2025-02-12,724.7352294921875,725.3800048828125,727.0999755859375,712.5999755859375,715.2999877929688,12016500
2025-02-13,727.9124145507812,728.5599975585938,729.0,718.0399780273438,721.52001953125,12569100
2025-02-14,736.0151977539062,736.6699829101562,740.9099731445312,725.6199951171875,726.1400146484375,16901200
2025-02-18,715.7332153320312,716.3699951171875,737.0,706.4400024414062,736.0,21938700
2025-02-19,703.1444702148438,703.77001953125,707.0,695.3900146484375,704.0999755859375,17535500
2025-02-20,694.222412109375,694.8400268554688,705.6300048828125,693.6400146484375,697.280029296875,12587400
2025-02-21,682.9423828125,683.5499877929688,703.8699951171875,682.3599853515625,696.5800170898438,15660400
2025-02-24,667.5361328125,668.1300048828125,687.27001953125,662.4500122070312,686.280029296875,15677000
2025-02-25,656.9155883789062,657.5,668.0,641.8599853515625,665.969970703125,20579700
2025-02-26,673.1011962890625,673.7000122070312,683.010009765625,658.0,659.6500244140625,14488700
2025-02-27,657.6549072265625,658.239990234375,688.6500244140625,657.5700073242188,682.4500122070312,12500000
2025-02-28,667.6060791015625,668.2000122070312,669.6300048828125,642.5999755859375,658.0399780273438,17534200
2025-03-03,654.4677124023438,655.0499877929688,681.25,650.8400268554688,673.6799926757812,10843800
2025-03-04,639.4310913085938,640.0,649.75,623.6500244140625,645.510009765625,21495200
2025-03-05,655.886474609375,656.469970703125,659.5,637.6599731445312,641.0,13770000
2025-03-06,627.371826171875,627.9299926757812,650.5599975585938,624.1099853515625,648.0,13446500
2025-03-07,625.1038208007812,625.6599731445312,634.7899780273438,600.6099853515625,625.3699951171875,21375700
2025-03-10,597.4584350585938,597.989990234375,610.1099853515625,586.8699951171875,608.0700073242188,21999900
2025-03-11,605.171630859375,605.7100219726562,614.9299926757812,593.3300170898438,595.0499877929688,17401500
2025-03-12,619.00927734375,619.5599975585938,633.3300170898438,609.3499755859375,629.9000244140625,15747000
2025-03-13,590.114990234375,590.6400146484375,620.5,586.510009765625,620.25,16480300
2025-03-14,607.5999755859375,607.5999755859375,608.8599853515625,594.780029296875,602.7999877929688,12364500
2025-03-17,604.9000244140625,604.9000244140625,613.0999755859375,598.0,607.4600219726562,15473900
2025-03-18,582.3599853515625,582.3599853515625,600.25,574.6599731445312,600.0499877929688,20297700
2025-03-19,584.0599975585938,584.0599975585938,592.3200073242188,574.77001953125,584.280029296875,20537500
2025-03-20,586.0,586.0,610.2000122070312,579.510009765625,582.760009765625,24336500
2025-03-21,596.25,596.25,597.5399780273438,580.9500122070312,583.4199829101562,25015900
2025-03-24,618.8499755859375,618.8499755859375,622.5399780273438,612.2000122070312,614.969970703125,15741300
2025-03-25,626.3099975585938,626.3099975585938,633.8800048828125,621.1799926757812,626.760009765625,15312500
2025-03-26,610.97998046875,610.97998046875,626.75,606.6099853515625,624.8900146484375,12609800
2025-03-27,602.5800170898438,602.5800170898438,614.25,600.0999755859375,602.0,10436500
2025-03-28,576.739990234375,576.739990234375,601.75,573.9199829101562,600.3099975585938,17602800
2025-03-31,576.3599853515625,576.3599853515625,578.7000122070312,553.2999877929688,563.5,21124700
2025-04-01,586.0,586.0,589.9099731445312,570.0,570.8400268554688,12836600
2025-04-02,583.9299926757812,583.9299926757812,592.6599731445312,573.3599853515625,574.9099731445312,13470800
2025-04-03,531.6199951171875,531.6199951171875,552.5599975585938,530.2999877929688,546.219970703125,34777500
2025-04-04,504.7300109863281,504.7300109863281,518.0,494.20001220703125,506.6199951171875,38589800
2025-04-07,516.25,516.25,539.3699951171875,481.8999938964844,485.1000061035156,36606100
2025-04-08,510.45001220703125,510.45001220703125,547.4299926757812,502.8599853515625,543.25,28034200
2025-04-09,585.77001953125,585.77001953125,587.8900146484375,502.1099853515625,509.2699890136719,39216600
2025-04-10,546.2899780273438,546.2899780273438,581.2999877929688,535.2999877929688,575.489990234375,28173500
2025-04-11,543.5700073242188,543.5700073242188,547.4000244140625,528.5900268554688,535.510009765625,17642300
2025-04-14,531.47998046875,531.47998046875,557.77001953125,528.280029296875,556.1699829101562,14130900
2025-04-15,521.52001953125,521.52001953125,537.9400024414062,517.5,532.1099853515625,15558700
2025-04-16,502.30999755859375,502.30999755859375,513.3699951171875,495.6300048828125,508.510009765625,18735100
2025-04-17,501.4800109863281,501.4800109863281,507.29998779296875,498.010009765625,505.25,14593500
2025-04-21,484.6600036621094,484.6600036621094,493.5,479.79998779296875,491.3299865722656,16166000
2025-04-22,500.2799987792969,500.2799987792969,506.8800048828125,486.3599853515625,491.8699951171875,17399400
2025-04-23,520.27001953125,520.27001953125,535.3400268554688,516.52001953125,528.530029296875,18173900
2025-04-24,533.1500244140625,533.1500244140625,533.9000244140625,517.5,518.72998046875,13910000
2025-04-25,547.27001953125,547.27001953125,549.8599853515625,536.25,546.7999877929688,17098900
2025-04-28,549.739990234375,549.739990234375,558.489990234375,540.5900268554688,555.6400146484375,15179000
2025-04-29,554.4400024414062,554.4400024414062,556.5700073242188,544.1199951171875,546.0,11835000
2025-04-30,549.0,549.0,549.0999755859375,529.5,538.4000244140625,29244000
2025-05-01,572.2100219726562,572.2100219726562,592.9500122070312,570.5,592.0800170898438,31159000
2025-05-02,597.02001953125,597.02001953125,604.3400268554688,578.3300170898438,583.4600219726562,24706900
