Date,Open,High,Low,Close,Volume
2025-01-02,222.02999877929688,225.1499938964844,218.19000244140625,220.22000122070312,33956600
2025-01-03,222.50999450683597,225.3600006103516,221.6199951171875,224.19000244140625,27515600
2025-01-06,226.77999877929688,228.83999633789065,224.83999633789065,227.6100006103516,31849800
2025-01-07,227.8999938964844,228.3800048828125,221.4600067138672,222.1100006103516,28084200
2025-01-08,223.19000244140625,223.5200042724609,220.1999969482422,222.1300048828125,25033300
2025-01-10,221.4600067138672,221.7100067138672,216.5,218.94000244140625,36811500
2025-01-13,218.05999755859372,219.3999938964844,216.47000122070312,218.4600067138672,27262700
2025-01-14,220.44000244140625,221.82000732421875,216.1999969482422,217.75999450683597,24711700
2025-01-15,222.8300018310547,223.57000732421875,220.75,223.3500061035156,31291300
2025-01-16,224.4199981689453,224.6499938964844,220.30999755859372,220.66000366210935,24757300
2025-01-17,225.83999633789065,226.50999450683597,223.0800018310547,225.94000244140625,42370100
2025-01-21,228.8999938964844,231.77999877929688,226.94000244140625,230.7100067138672,39951500
2025-01-22,232.0200042724609,235.44000244140625,231.19000244140625,235.00999450683597,41448200
2025-01-23,234.1000061035156,235.5200042724609,231.50999450683597,235.4199981689453,26404400
2025-01-24,234.5,236.3999938964844,232.92999267578125,234.8500061035156,25890700
2025-01-27,226.2100067138672,235.6100006103516,225.8600006103516,235.4199981689453,49428300
2025-01-28,234.2899932861328,241.7700042724609,233.97999572753903,238.1499938964844,41587200
2025-01-29,239.0200042724609,240.38999938964844,236.1499938964844,237.07000732421875,26091700
2025-01-30,237.13999938964844,237.9499969482422,232.22000122070312,234.63999938964844,32020700
2025-01-31,236.5,240.2899932861328,236.41000366210935,237.67999267578125,36162400
2025-02-03,234.05999755859372,239.25,232.8999938964844,237.4199981689453,37285900
2025-02-04,239.00999450683597,242.5200042724609,238.02999877929688,242.05999755859372,29713800
2025-02-05,237.0200042724609,238.32000732421875,235.1999969482422,236.1699981689453,38727300
2025-02-06,238.00999450683597,239.66000366210935,236.00999450683597,238.8300018310547,60897100
2025-02-07,232.5,234.80999755859372,228.05999755859372,229.1499938964844,77539300
2025-02-10,230.5500030517578,233.9199981689453,229.1999969482422,233.13999938964844,35419900
2025-02-11,231.9199981689453,233.44000244140625,230.1300048828125,232.75999450683597,23713700
2025-02-12,230.4600067138672,231.17999267578125,228.16000366210935,228.92999267578125,32285200
2025-02-13,228.8500061035156,230.4199981689453,227.5200042724609,230.3699951171875,31346500
2025-02-14,229.1999969482422,229.88999938964844,227.22999572753903,228.67999267578125,27031100
2025-02-18,228.82000732421875,229.3000030517578,223.72000122070312,226.6499938964844,42975100
2025-02-19,225.5200042724609,226.8300018310547,223.7100067138672,226.6300048828125,28566700
2025-02-20,224.77999877929688,225.1300048828125,221.80999755859372,222.8800048828125,30001700
2025-02-21,223.27999877929688,223.30999755859372,214.7400054931641,216.5800018310547,55323900
2025-02-24,217.4499969482422,217.72000122070312,212.4199981689453,212.7100067138672,42387600
2025-02-25,211.6300048828125,213.33999633789065,204.16000366210935,212.8000030517578,58958000
2025-02-26,214.94000244140625,218.16000366210935,213.08999633789065,214.3500061035156,39120600
2025-02-27,218.3500061035156,219.97000122070312,208.3699951171875,208.7400054931641,40548600
2025-02-28,208.6499938964844,212.6199951171875,206.9900054931641,212.27999877929688,51771700
2025-03-03,213.3500061035156,214.00999450683597,202.5500030517578,205.0200042724609,42948400
2025-03-04,200.1100006103516,206.8000030517578,197.42999267578125,203.8000030517578,60853100
2025-03-05,204.8000030517578,209.97999572753903,203.25999450683597,208.3600006103516,38610100
2025-03-06,204.3999938964844,205.7700042724609,198.3000030517578,200.6999969482422,49863800
2025-03-07,199.4900054931641,202.2700042724609,192.52999877929688,199.25,59802800
2025-03-10,195.6000061035156,196.72999572753903,190.8500061035156,194.5399932861328,62350900
2025-03-11,193.8999938964844,200.17999267578125,193.3999938964844,196.58999633789065,54002900
2025-03-12,200.72000122070312,201.5200042724609,195.2899932861328,198.88999938964844,43679300
2025-03-13,198.1699981689453,198.8800048828125,191.82000732421875,193.88999938964844,41270800
2025-03-14,197.41000366210935,198.6499938964844,195.32000732421875,197.9499969482422,38096700
2025-03-17,198.7700042724609,199.0,194.32000732421875,195.7400054931641,47341800
2025-03-18,192.5200042724609,194.0,189.3800048828125,192.82000732421875,40414900
2025-03-19,193.3800048828125,195.97000122070312,191.9600067138672,195.5399932861328,39442900
2025-03-20,193.07000732421875,199.32000732421875,192.3000030517578,194.9499969482422,38921100
2025-03-21,192.8999938964844,196.9900054931641,192.5200042724609,196.2100067138672,60056900
2025-03-24,200.0,203.63999938964844,199.9499969482422,203.25999450683597,41625400
2025-03-25,203.6000061035156,206.2100067138672,203.22000122070312,205.7100067138672,31171200
2025-03-26,205.83999633789065,206.00999450683597,199.92999267578125,201.1300048828125,32855300
2025-03-27,200.88999938964844,203.7899932861328,199.27999877929688,201.3600006103516,27317700
2025-03-28,198.4199981689453,199.25999450683597,191.8800048828125,192.72000122070312,52548200
2025-03-31,188.19000244140625,191.3300018310547,184.3999938964844,190.25999450683597,63547600
2025-04-01,187.8600006103516,193.92999267578125,187.1999969482422,192.1699981689453,41267300
2025-04-02,187.66000366210935,198.33999633789065,187.66000366210935,196.00999450683597,53679200
2025-04-03,183.0,184.1300048828125,176.9199981689453,178.41000366210938,95553600
