Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,,
2025-01-02,417.74237060546875,418.5799865722656,426.07000732421875,414.8500061035156,425.5299987792969,16896500
2025-01-03,422.5028381347656,423.3500061035156,424.0299987792969,419.5400085449219,421.0799865722656,16662900
2025-01-06,426.99383544921875,427.8500061035156,434.32000732421875,425.4800109863281,428.0,20573600
2025-01-07,421.5247802734375,422.3699951171875,430.6499938964844,420.79998779296875,429.0,18139100
2025-01-08,423.7104187011719,424.55999755859375,426.9700012207031,421.5400085449219,423.4599914550781,15054600
2025-01-10,418.11163330078125,418.95001220703125,424.7099914550781,415.0199890136719,424.6300048828125,20201100
2025-01-13,416.35516357421875,417.19000244140625,418.5,412.2900085449219,415.239990234375,17604800
2025-01-14,414.8382263183594,415.6700134277344,419.739990234375,410.7200012207031,417.80999755859375,16935900
2025-01-15,425.4569091796875,426.30999755859375,428.1499938964844,418.2699890136719,419.1300048828125,19637800
2025-01-16,423.7303466796875,424.5799865722656,429.489990234375,424.3900146484375,428.70001220703125,15300000
2025-01-17,428.1714782714844,429.0299987792969,434.4800109863281,428.1700134277344,434.0899963378906,26197500
2025-01-21,427.64251708984375,428.5,430.8999938964844,425.6000061035156,430.20001220703125,26085700
2025-01-22,445.30712890625,446.20001220703125,447.2699890136719,436.0,437.55999755859375,27803800
2025-01-23,445.8160705566406,446.7099914550781,446.75,441.5,442.0,18389300
2025-01-24,443.17138671875,444.05999755859375,446.6499938964844,441.3999938964844,445.1600036621094,15549500
2025-01-27,433.6903991699219,434.55999755859375,435.20001220703125,423.5,424.010009765625,35647800
2025-01-28,446.30511474609375,447.20001220703125,448.3800048828125,431.3800048828125,434.6000061035156,23491700
2025-01-29,441.44482421875,442.3299865722656,446.8800048828125,440.3999938964844,446.69000244140625,23581400
2025-01-30,414.1595458984375,414.989990234375,422.8599853515625,413.1600036621094,418.7699890136719,54586300
2025-01-31,414.22943115234375,415.05999755859375,420.69000244140625,414.9100036621094,418.9800109863281,34223400
2025-02-03,410.09771728515625,410.9200134277344,415.4100036621094,408.6600036621094,411.6000061035156,25679100
2025-02-04,411.5447998046875,412.3699951171875,413.9200134277344,409.739990234375,412.69000244140625,20532100
2025-02-05,412.4629821777344,413.2900085449219,413.8299865722656,410.3999938964844,412.3500061035156,16316700
2025-02-06,414.9879150390625,415.82000732421875,418.20001220703125,414.0,414.0,16309800
2025-02-07,408.9300537109375,409.75,418.6499938964844,408.1000061035156,416.4800109863281,22886800
2025-02-10,411.3951110839844,412.2200012207031,415.4599914550781,410.9200134277344,413.7099914550781,20817900
2025-02-11,410.6166687011719,411.44000244140625,412.489990234375,409.29998779296875,409.6400146484375,18140600
2025-02-12,408.2214660644531,409.0400085449219,410.75,404.3699951171875,407.2099914550781,19121700
2025-02-13,409.7184753417969,410.5400085449219,411.0,406.3599853515625,407.0,23891700
2025-02-14,407.6126708984375,408.42999267578125,408.9100036621094,405.8800048828125,407.7900085449219,22758500
2025-02-18,408.8202819824219,409.6400146484375,410.6000061035156,406.5,408.0,21423100
2025-02-19,413.94000244140625,414.7699890136719,415.489990234375,407.6499938964844,407.8800048828125,24114200
2025-02-20,416.1300048828125,416.1300048828125,419.30999755859375,412.5400085449219,415.2900085449219,23508700
2025-02-21,408.2099914550781,408.2099914550781,418.04998779296875,407.8900146484375,417.3399963378906,27524800
2025-02-24,404.0,404.0,409.3699951171875,399.32000732421875,408.510009765625,26443700
2025-02-25,397.8999938964844,397.8999938964844,401.9200134277344,396.70001220703125,401.1000061035156,29387400
2025-02-26,399.7300109863281,399.7300109863281,403.6000061035156,394.25,398.010009765625,19619000
2025-02-27,392.5299987792969,392.5299987792969,405.739990234375,392.1700134277344,401.2699890136719,21127400
2025-02-28,396.989990234375,396.989990234375,397.6300048828125,386.57000732421875,392.6600036621094,32845700
2025-03-03,388.489990234375,388.489990234375,398.82000732421875,386.1600036621094,398.82000732421875,23007700
2025-03-04,388.6099853515625,388.6099853515625,392.5799865722656,381.0,383.3999938964844,29342900
